id,CandidatePreference ,PrimeResponse,Scorer 1_AngerExpressed,Scorer1_FearExpressed,Scorer 2_AngerExpressed,Scorer2_FearExpressed
37275,1,"What would make me the most angry about Trump winning again is the utter incompetence the people of America must have to make this mistake twice.  Objectively, Donald Trump is a poor president.  He is by all accounts an even poorer human being.  He is a living, breathing manifestation of the corruption, greed, narcissism, racism, xenophobia, and ignorance that plague this country.  Yet he is supported by many.  What does this say?  How many people are swayed by propaganda?  How many are simply outright malicious in their values?  However many, they compose his supporters.  So if he were to win, these people would 'win' as well.  And this is not to mention the illegal tactics (voter suppression) Trump and his administration have undertaken to cheat their way into victory.  He is a rapist, a sociopath, an abuser, a tax-evader, and a fraud.  How could I possibly not be angry if he won again?",,,,
11164,2,"If Joe Biden wins it will be his Vice President that will be in control. This control will be as her backers are requiring. The following changes will be implemented: increased taxes which will be hard on the economy and the people, a movement towards socialism in the extreme which will consist of removal of constiutional liberties, and the elimination of fossil fuels which will have an imidiate impact on the economy. More government is not the answer it may cause a civil war. The trust in this type of government is not high among the people. This type of government is being forced upon us by the media and political parties. People need to understand what they will compromise for these promises of socialism. ",,,,
33304,1,"I am mostly afraid for the economy if Donald Trump wins due to the way he has handled the global pandemic we are currently in. Despite his consistent average growth over the last 3 years, the economy has contracted by over 30% which is 3 times greater than the biggest economic down fall in 1958. This has also affected the stock market and the unemployment rate significantly. The stock market crashed due to the pandemic, wiping out all gains Trump made during his presidency.  Trump also did a lot of work over the past 3 years to build jobs but the way he handled the global pandemic made the unemployment rates jump 14.7% which is the highest its been since the Great Depression. In conclusion, I am most afraid of the unknown regarding Trump and the economy since there has been a lot of inconsistencies lately. ",,,,
34117,1,"One things that would make me most angry is that he has very little regard for humanity. He is so focused on the economy that he is not trying to bridge the gap in inequality especially as it continues to grow bigger. Everyone deserves to have the ""American Dream,"" but he has taken away this ability for so many people and just shows a lack of empathy for those who have not been blessed with the same resources as many other people. ",,,,
37854,2,Joe Biden's victory in the presidential race is a disgrace to the Democratic party as well as the stature that comes with being the President of the United States. A man who clearly cannot think for his own is now our President. The radicals of the Democratic party have four years to puppeteer Joe Biden into following their commands. He cannot think for himself or speak without obvious issues. Our new President is simply just a chess piece being used.,,,,
38067,1,"Many things make me concerned about Trump winning the election. The issue is beyond party for me, his stances are not even republican, they are just morally and ethically wrong. The hate that he has created within this country towards immigrants, minorities, women, the LGBT community is UNACCEPTABLE.  I fear for the ideologies he has supported in this country, as they are discriminatory and derogatory. He is not a president of the people, not a president of the United States. He only stands for what benefits him, and will continue to discriminate against minority groups. The fact that his platform is based on hate and exclusion and the subsequent support he gets, scares me the most, as he is not steering America forward, he is not making it great, but rather pushing us backwards years in time to ideologies that are completely unacceptable for a nation intended to be a democracy and a home for all.",,,,
33321,1,"I am worried for the safety of racial minorities in America. We have seen police brutality take its toll on the African American community for many years. With Donald Trump as president, there is no condemning this behavior. Donald Trump claims he is the least racist person but he doesn't go against his white supremacist supporters. In addition, he refers to the coronavirus as the ""China virus"" and this racism has caused trouble for many Chinese Americans. This activity needs to be put down by our leader. Chinese Americans are facing the repercussions of Trump's misplaced blame. On the other hand, Americans have mistreated black people throughout history. Having a black president from 2008-2016 seemed like a big step forward but Trump has brought the ugliness back into America and pushed us back into racist times. Of course people were racist before Trump, but his actions have enabled them to be comfortable with expressing their feelings. Taking Trump out of office will hopefully put America back on track. People who are racial minorities should be worried for their safety and how they will be treated in a country where our president is a racist.",,,,
37254,4,,,,,
37093,1,"The thing that would make me the angriest about the future if Trump wins the 2020 election would be the social and foreign issues that would remain the same and even get worse over the next four years. Socially in the United States, Donald Trump divides people, he facilitates hatred and does not support equality of everyone. He wants to strip away the rights of minorities such as the LGBTQ+ community and others. As far as foreign affairs, our allies are less likely to side with us on issues and give us aid when needed. Trump not only divides the citizens of his own country but also divides the world. We as a nation must strive to have peace with our fellow humans around the globe, but Trump constantly shouts phrases that humiliate those of other races such as people from China and Mexico, which further marginalizes us as people. His bigotry and close-mindedness affect this pandemic as well, he undermines the epidemiologists' recommendations for safety and underplays the entire covid situation, which in turn affects the health and safety of millions of people.  ",,,,
38222,1,"Donald Trump is an interesting figure in American history because he has been responsible for many racist actions and remarks. At the beginning of his election, he had placed a muslim ban on the country. He also banned immigrants from coming in the country, which makes absolutely no sense because this country was also founded on immigrants who were escaping religious persecution. Although terrorism is the reason for the immigrants seeking refuge, it's still for a better life. When black Americans were unjustly being killed in this nation, Donald Trump had no kind of response to George Floyd's killing or the other innocent African Americans. Trump supports the formation of Israel too. A region that was all palestine, has now become a country who have killed and kicked out the native habitants. Lastly, a leader is someone who should represent the country in its best human form. Donald Trump is responsible for many different counts of harassment. He also lacks proper diction to be a fitting president, often using curse words and improper adjectives to describe faiths, ethnicities, and races PUBLICLY.",,,,
37713,1,"If Donald Trump were to win, I would be afraid for not only the minorities in the country, but for people who do not align with Donald Trump and his supporters' beliefs. I am a first generation Arab Muslim living in Dallas and I'm afraid that someone may see me as a threat rather than an American simply because of my religion and ethnicity. The hatred Donald Trump encourages among his supporters towards those who are not WASPs is one that is a complete mockery of what this country stands for and what it was built on; this country was built by those who were prosecuted and our Statute of Liberty's plaque reads ""Give me your tired, poor, and weak"" which reflect of the greatness that this country should hold with diversity. ",,,,
33742,1,"The one thing that would make me most angry if Trump wins the election is his plans for healthcare insurance for students my age. I am 20 years old, and like most people in their 20s, are under my parent's health insurance. In addition to this, I am a full-time student, have a part-time job, and do not make enough income to have my own insurance. Yet, if Trump wins, he will take off all of us in our 20s off our parent's insurance. He is lowering the age to 18! THAT IS TOO LITTLE. How does trump expect us to pay for our own health insurance at 19 years of age if we go to college, or technical school, or are working? Even if we work straight out of high school, we are not going to be getting a full-time postgraduate level salary anyways as our parents do, so how are we gonna afford it????",,,,
37331,1,"I am afraid for the people. I am afraid as a minority and as a woman. I am afraid for all different races, people of the lgbtq+ community, women and men, and for the children. We aren’t even heard from now with Trump as president and if he wins the election, we will not have rights whatsoever. People with a lower economic status will have to fend for themselves. Black people will need to fight more and we will all stand with them but with Trump telling his white supremacists to “stand by,” I’m afraid for the lives of everyone. I’m afraid for native rights, latinx rights, lgbtq rights, black rights, Asian rights, and anything else you can think of. We are literally going back and with Trump I’m afraid that we are going to continue to the eugenics movement that were happening before with all of these white supremacists on standby. ",,,,
37033,1,"HE WILL SPREAD MORE HATE. Plain an simple, he will cause a race war. He does not care about African Americans or  Hispanics. He only cares about his proud boys and them ruining America.I’m not Afraid because I do not fear anything but God. Therefore, I just pray that America can get better. Because in the hands of trump we are a suffering nation. Please go out and vote for the right person because if you don’t we will continue to go through horrible times in life. We must start with voting and then begin to fix ourselves individually. The best defense on the internet is a good offense, and according to a report from Business Insider, the Trump Organization has as aggressive an offensive strategy as any. The company has registered 3,153 web addresses. And Trump's son Eric, the executive vice president of development and acquisition at the Trump Organization, claims the company owns ""tens of thousands"" of additional URLS. He used anti-Semitic tropes to attack his enemies. Trump was absolutely right to call out Reps. Ilhan Omar (D-Minn.) and Rashida Tlaib (D-Mich.) for their anti-Semitism — including the charge that Israel’s supporters in Congress are disloyal to the United States. But then Trump declared that “any Jewish people that vote for a Democrat” show “great disloyalty” — using the very same anti-Semitic trope that got Omar and Tlaib in trouble in the first place.
7. He lost a needless government shutdown fight. In 2018, the Senate Appropriations Committee approved $1.6 billion for 65 miles of border fencing by an overwhelming bipartisan vote. Instead of taking the deal, Trump shut down the government and demanded $5.7 billion. He ended up with less — $1.38 billion — than he would have if he had just gone along with the bipartisan deal.
6. He used his emergency authority to circumvent Congress on the border wall. After losing the shutdown fight, Trump used the National Emergencies Act to appropriate funds for a policy priority after Congress specifically refused to do so legislatively. Not only was this an abuse of power; it also was completely unnecessary. He could have reprogrammed money from other Treasury and Defense Department accounts without invoking his emergency powers. Instead, he chose a direct assault on Congress’s constitutional powers, and Republicans shamefully went along





















He used anti-Semitic tropes to attack his enemies. Trump was absolutely right to call out Reps. Ilhan Omar (D-Minn.) and Rashida Tlaib (D-Mich.) for their anti-Semitism — including the charge that Israel’s supporters in Congress are disloyal to the United States. But then Trump declared that “any Jewish people that vote for a Democrat” show “great disloyalty” — using the very same anti-Semitic trope that got Omar and Tlaib in trouble in the first place. He used anti-Semitic tropes to attack his enemies. Trump was absolutely right to call out Reps. Ilhan Omar (D-Minn.) and Rashida Tlaib (D-Mich.) for their anti-Semitism — including the charge that Israel’s supporters in Congress are disloyal to the United States. But then Trump declared that “any Jewish people that vote for a Democrat” show “great disloyalty” — using the very same anti-Semitic trope that got Omar and Tlaib in trouble in the first place. He used anti-Semitic tropes to attack his enemies. Trump was absolutely right to call out Reps. Ilhan Omar (D-Minn.) and Rashida Tlaib (D-Mich.) for their anti-Semitism — including the charge that Israel’s supporters in Congress are disloyal to the United States. But then Trump declared that “any Jewish people that vote for a Democrat” show “great disloyalty” — using the very same anti-Semitic trope that got Omar and Tlaib in trouble in the first place.
He said the Soviet Union was right to invade Afghanistan and congratulated China on the 70th anniversary of the Communist takeover. The U.S.S.R. did not invade Afghanistan “because terrorists were going into Russia” and they were not “right to be there,” as Trump claimed. They went in to prevent the replacement of a Soviet puppet regime with a regime friendly to the United States. As for China, 65 million of the roughly 100 million people killed by Communist regimes during the 20th century were killed by China. It is the most murderous regime in human history.
",,,,
37304,1,"While I am part of the fortunate that won't be affected too much should Trump get reelected, what would make me most angry would be that this will make white supremacists and other racists much more outspoken as they fit the president's ideas. It is frustrating to know how deluded many people are by refusing to accept reality and trying to convince people of lies, which every politician has done, but this is ultimately to the detriment of the common person.",,,,
35833,2,"Joe Biden is the bottom of the barrel candidate that the Democratic party only chose because nobody else was available. Bernie Sanders (who i disagree with) was at least somewhat independent, but he did not align with the party's financial interests, and thus was thrown under the bus. Im tired of the Democratic party being so driven by corporate money and interests, and wish a more independent populist would take control as Trump as done in the Republican party. If only more people could see the behind-the-scenes factional/ideological alliances at play in Washington and not fall for their phony presentation of things.",,,,
34716,2,"Since I'm a republican and more conservative than liberal I have a lot of concerns on Joe Biden winning the presidential election. I think some of the biggest ones would be his health, mental capacity, economic plans and social plans. I think the democratic party is too concerned with social issues to the point of not looking at the big picture of what's best for the United States. He's also very fragile and I think there's a good chance of him passing away while in office which is never a good thing because usually the vice president is all of a sudden thrown into the position of president which can be very risky and rough. He appeals to liberals through his plans for economy, racism and overall human rights. Which is not even half of a presidents job. I do think the United States will end up in a worse position if Biden is elected. It's a trend to hate President Donald Trump and he's taking advantage of that. ",,,,
38519,2,"The main thing that would make me afraid if Joe Biden wins the election would be his stance on oil and the fact that he may make sudden and potentially poorly informed decisions regarding the energy industry within America which could result in a recession. With COVID, the American economy is already vulnerable. Further extreme changes which could result in the loss of jobs and further cripple the economy should be concerning to all Americans.",,,,
31521,1,The biggest thing about Donald Trump that makes me ANGRY is the way he treats others. He may not be the worst option in terms of strictly business decisions but I don't believe that he is a good man. No country should ever be based on hatred and I believe Donald Trump brings back hatred into the community that we have spent decades trying to combat. The world is moving into a direction of freedom and acceptance and his racist and sexist ideals hold back the country.,,,,
38815,4,,,,,
37318,1,"I am a Pakistani woman who migrated to the United States when I was 12 years old. I come from a country plagued by dictators that use the military to enforce their corrupt agenda. They bomb schools and viciously kill people while reinforcing their agendas. Yet, I feel like if I moved back home my life would be less stressful. I was a fourth grader when a girl's school a block away from mine was blown to bits, killing everyone inside. I was advised not to leave my house to go to school and my parents were worried about our lives. Yet, Americans think that their freedom is restricted by wearing masks and allowing hardworking immigrants like my father, or a number of other nationalities and ethnicities, to enter the country as they will ""taint"" it. The sheer carelessness and selfishness of the American people should scare everyone. Donald Trump cares about no one except old, rich white males who control the biggest corporations on this planet. He will bulldoze over every person who is a threat to his white supremacy views in order to brainwash low income and conservation citizens who believe he will provide them a better future. I believe the election of Trump will prompt a Civil War in our near future and if the people of the United States want increased crime rates, increased racism, increased xenophobia, which by the way will tank our economy, they should go ahead and vote for Trump. We as a society love dystopian stories, so why can we not recognize the one we are in now? We are going through a combination of the Hunger Games and The HandMaid's Tale right now. People are rioting and protesting and being violently attacked by the militia, while we have a Supreme Court ready to take away our reproductive rights. What happened to separation of state and church? I will bet my life that I know the Constitution better than Trump. Nowadays, when I leave the house to work at a job that does not even pay enough for my college tuition I am afraid of the following; getting COVID-19 and infecting my family, getting killed by a cop, getting threatened or hurt by a xenophobic and racist American (which has happened multiple times) or losing my job and having to drop out of college. How is this any better than living in a third world, war plagued country where I was also fearful for my life? This is the America of Donald Trump.",,,,
37138,1,The thing that would make me angry is the constant lying. About literally anything. How can someone lie like that and face to repercussions and continue to lie even when confronted. ,,,,
33393,1,What I am most afraid of is that COVID is never cured and we forever live a life that consists of wearing masks and keeping 6 feet due to the fact that the disease is being poorly handled under his administration at the moment. I am scared that they will continue to be harsh on immigrants attempting to come to the united states and that they will not be allowed to chance to come here and make a better life because of Trump's racist views towards foreigners. I am equally scared that the cost of living will continue to rise and the money that flows throughout the economy will continue to not match. That the economy remains stagnant and only those born into wealth will have a fair chance at wealth. College will continue to cost an unfair stupidly high amount of money and it will be harder to pay the money back. ,,,,
35282,2,"There are many things that anger me about Joe Biden and his political philosophies as well as his time in public service. Currently, what makes me the most angry about him is his potential executive power towards fighting COVID-19. He has said on the debate stage and the campaign trail that he would be open to shutting down the country again, more specifically, areas in the United States that are currently raging with COVID-19, which there are a majority of states that have a massive COVID outbreak. Doing so would stop the growth of the economy as well as restrict people's personal freedoms. If the a large part of the nation is shut down, there could be large unemployment, which leads to trillions more spent, which leads to higher taxation. Unemployment can also affect people psychologically, and more in a bad way than good. Quarantine led to more drinking, substance abuse, unhealthy psyches, violence in homes, and a lack of poor education for students. Another round of ""quarantining"" could be dangerous for many people in this country financially, psychologically, and health-wise. He is not the man for the job.",,,,
37344,4,,,,,
38310,2,"Joe Biden's support of policies allowing children to choose to have sex changes, lack of financial planning of his party, and his own inability to effectively lead concern me. However, I am mostly uneducated on what he supports politically as I have stayed distanced from the elections. The character between Joe Biden and Donald Trump do not seem to vary much, but what they support does. I trust that God will put the leader that is needed the most in control. ",,,,
37585,1,"If Donald Trump wins, the one thing that would make me most angry is his immigration laws. He seems to think that holding children in cages and pretending like he has no idea about it is sickening. He is building a border, separating families, and does not let immigrants have their citizenship so easily. As a daughter of immigrant parents who are undocumented, it is deeply saddening to see that he wants to separate my parents from me and not just me, but so many other families. I don't know how I would feel if a man who is actively racist, rude and cruel towards the people of a country he runs, is re-elected. ",,,,
37844,1,"Being rom family that makes less than 30,000 a year, I am unable to afford health insurance for my stomach pain even with the ""affordable"" care act. On top of that I heard that Donald trump is trying to cancel a lot of benefits such as the care act and others. This puts the disadvantaged people and the working class people more at a disadvantaged and the cost for those groups is gonna go up just to live our basic lives. Also because Donald Trump to me is an extremely conservative person with a lot religious influences in his decision making, as a homosexual, I'm afraid that he is going to try to take away our rights. And also Donald Trump has made very daring moves over the past few years like assassination which I did not know a President  was capable of doing. If he is able to carry out such act based on the interest of a small group of people and himself, what other daring moves would he do? ",,,,
37281,1,"The amount of violence he has encouraged within his base is what is most frightening. Even right now ( 2 days before the election) there are MAGA supporters throwing protests/looting public places and many people don’t feel safe. These people tend to be very aggressive and are not in their right mind. Trump allows these people to feel privileged and untouchable, and has caused so many problems in our country. I would even go so far as to say that trump supporters are the reason our lives won’t go back to normal for at least another year because they refuse to follow CDC guidelines. ",,,,
32636,1,"What made me angry was that he supports discrimination, and racism. Not just that, but he has no filter, he says whatever he wants and expects the world to go with how he is. He has not done anything to improve the pandemic, but has made it worse by telling people not to wear a mask and that COVID is nothing big when thousands of people are dying. He thinks by opening schools, malls, and other non essential places, the spread will decrease. However the virus has gotten worse. ",,,,
37988,2,"The stock market would collapse if wins and he would ramp up the current national debt higher. He also would make the country leading towards communism, which is not a good thing to America. The tax plans would drive the poor poorer, and the middle class would struggle harder as they would pay more for their housing tax and income tax. Meanwhile, there is no good benefits to the Americans, including the benefits that should be free for all.",,,,
37327,1,"If Donald Trump were to win the 2020 election I would be most afraid of his racist, sexist, and overall foul rhetoric and the way that it encourages many Americans to speak and act in similar ways. For instance, Donald Trump has referred to African Americans as thugs, has said multiple ignorant and racist things towards immigrants and refuses to condemn white supremacy. He is, in my opinion, someone that encourages hate and inspires his supporters to attack those who are not in support if him. I know that when he promotes his policies he is not thinking of protecting and uplifting many Americans. He caters to a very specific audience, white Americans that are often low in socioeconomic status, and continues to divide the country. ",,,,
32001,1,"His continued rejection of the policies recommended by the CDC in order to stop the pandemic makes me angry. He is personally responsible for the death of all the Americans that have died during the pandemic and also for all the riots that he has instigated. Not only that but his refusal to reject the white supremacy ideologies that are going around the United States has led to the tragic death of many minorities. His continued refusal to accept climate change which is going to kill the entire human population is another policy that angers me. Above all his conduct and aversive personality are not fit to be the president of the united states. 
",,,,
35812,1,"My biggest fear is that he is going to do something that can't be changed in the future like going to war and getting people killed, whether it's Americans or foreigners. A lot of the other stuff he's done is already characteristic of a US president such as calling the National Guard on protesters and not believing in systemic racism, that's not really surprising given the country we live in. I just don't want him to do anything that hurts our chances of moving forward from this.",,,,
34421,1,"I am afraid that If he wins outright racism sexism homophobia and general ignorance will continue to be perpetuated. The COVID crisis will get even worse and last a very long time, the racial inequality will not stop, And the world in general will look down on America.",,,,
29172,4,,,,,
26207,1,"I am extremely afraid of how much worse the pandemic death toll will rise. My grandma is a light in my life, she paints, meditates, laughs, cooks, and takes classes online just to always be learning something new. Her lungs are very weak and every day I take time to be grateful for her health and am heartbroken at the lack of leadership to control COVID-19. Donald Trump told us not to be afraid of this virus and took his mask off to symbolize how unimportant it is to him, by doing that the president of the United States told me he doesn’t care if my grandma dies. Donald Trump told every person in this country not to care if my grandma dies. I feel absolutely powerless and terrified. That is one of many reasons I am afraid of Donald Trump winning the election. My grandma is not just an ‘at-risk 60+ person’, she’s a beautiful, active, complex human being that has been betrayed by the country she calls home.",,,,
38306,2,"If Joe Biden wins I'm worried that there will be more violence with no federal help to stop riots. The taxes will increase and I don't think the police should be defunded. If he stops fracking, coal, and gas this will directly impact the industry my dad works for. ",,,,
33871,1,"I believe that if Donald trump wins there would be mass uprisings and rallys of support for his winning. I believe that this would give the radical right enough of a confidence boost to begin enforcing their way of life onto other citizens. I believe Muslim and Jewish populations would be targeted, and  they would being slaughtering these victims. The radical right would enforce their Christian views on others and enforce a sort of gruesome 10 commandments. There would be no more birth control, same-sex marriage, and co-habitating couples would be forced to live separately. Radical right conservatives would be free to treat others with violence and would tactically hunt their opponents. ",,,,
33220,1,"Donald Trump is a notoriously hateful and ignorant person. If he is reelected, that means the majority of American citizens are complacent and stand with his ignorant and hateful ways. He does not support the general lower and middle class populations, and he uses race to create a scapegoat for any issue that could be blamed on his presidency. It is almost embarrassing being a US citizen under his presidency due to his continuously absurd way of talking and communicating. ",,,,
33966,1,"He is a disgusting man. I hate him and everything he stands for. This ""man"" should not be allowed to make decisions for an elementary student council, much less an entire nation. I am not sure what to even focus on regarding what would make me the most angry if he wins this election. Please dear god don't let him win this election.",,,,
36571,2,"For me, the most stressful thing about Joe Biden winning would be the political left's lack of condemning violence and fear-mongering. Media outlets that have a left-leaning view have been supporting rioting and looting or at least refusing to condemn it, and then in the same breath giving misinformation about the current president. To have blatant liars in charge of the government, who also support violent expressions of self seems like it could lead to larger destruction over the course of the next 4 years. Blatant lying isn't new to politics, so I wouldn't suspect large scale disaster, but I also don't wish to intentionally put people in power who would be willing to lie so willingly. The 4-year long smear campaign on trump, and fearmongering of 'this is what his presidency has led to' when a lot of the issues that have come up have been due to influencers who are supported by the democratic party. Not to say trump is above lying, but at least he doesn't do it in a way that leads people to riots and killing needlessly. ",,,,
37066,1,"Donald Trump's views have been detrimental to the country, especially concerning race. In the recent presidential debates, he has refused to denounce white supremacy, giving these terrorist groups motivation and power. Instead, he has openly denounced the Black Lives Matter movement, which is a movement for EQUALITY for Black people and to bring light on the many issues that Black Americans face in our society today. With Black people being killed relentlessly by police officers who are supposed to protect the peace, it has become clear that he has taken the side of white supremacy. With COVID-19, he has allowed people to believe that wearing a mask is an individual right instead of a mandatory regulation to keep everyone safe, causing thousands of deaths in America. When he himself caught COVID and received the best treatment that the country can offer, he told Americans to not be afraid. However, many Americans do not have access to healthcare and cannot afford to catch this deadly disease. He has cost thousands of lives by not backing science and only sent out one stimulus check for thousands of Americans who have lost income from the disease, however, he has funded TRILLIONS of dollars for the US military in order to send out the National Guard to tear gas and attack peaceful protestors of the Black Lives Matter movement. He has created an extremely divided country which is extremely dangerous for everyone who is in the working class. ",,,,
36677,1,"If Donald Trump wins, I would be the most angry if he follows through with more harming acts that go against the rights of LGBTQ+ members and those who considered the minority. Already, he dismisses white supremisists (?) and vouches against homosexuals and people with other sexualities. His actions against the Black Lives Matter Movement is only harming people, causing even more deaths. As for COVID, he does nothing to prevent the deaths of many. He, himself, has COVID, yet he says that it's nothing, as if many hundreds of thousands of people around his age are dying. His actions are not fair when everyone, including me, is affected: I'm Hispanic, a female, and a supporter of the LGBTQ+ community and as are those around me.",,,,
34557,1,"I am transgender and I worry that my rights as a transgender male will be compromised if Donald Trump is reelected for a second term. He and the vice president Mike Pence, have sought out to dismiss those who are LGBT+ (e.g., the transgender military ban). I am willing to work for our country and protect it, but because of my identity, I am unable to and unsupported. I am also worried about others who come from immigrant families and are currently being detained in detention facilities. Most of those have been torn from their families and not heard back about their conditions. Especially with the recent spreading of COVID-19, I worry for those in these facilities for their own health. Also in my classes, I have learned about the financial barrier many face in America--as the US tends to favor those of wealth, those who are white, etc. This barrier greatly impacts the development of children and the well-being of everyone (i.e., physical, mental health, security). ",,,,
37782,1,"If Donald Trump was to win the presidential race and serve as president for the next 4 years, I would be highly concerned about the safety and stability of the country and my own life. With all the controversy surrounding him and his ideals and views America has become too unstable. As an African-American I feel even more unsafe than I did before. White supremacist  are on the streets and are more apparent than ever. The lack of care for the social unrest and unjustly killings of African Americans by Donald Trump just goes to show how the next 4 years will be. This is one of the biggest elections that America has seen, and there is a lot of uncertainty. I just fear what will happen next.",,,,
24699,1,"The single most angry thing related to Donald Trump for me is that the office of PRESIDENT of the United States of America merits a certain level of intelligence, finesse, respect and kindness which Trump heavily lacks in every way shape or form. He does not exemplify the role of one of the most powerful offices in the world. 
",,,,
28918,1,"If Donald trump wins, his supporters might bring more violence to states. People will be discriminated against. Only the top 10% will benefit from tax cuts. Hes only in office bc he thinks its cool lol. Donald Trump will take womens rights away. Women should have the right to choose what to do with their body and he is taking the right away from us. 
",,,,
37259,1,"I am mostly concerned about the way Trump has handled coronavirus and the way he will continue to do so. Trump has offered American citizens nothing but a measly $2000 stimulus check while many were employed, some people that needed the stimulus didn't even receive it because they didn't meet the qualifications needed to receive it. He hasn't done much to contain the spreading of the virus and cases continue to rise day by day. I also am afraid of how he favors the rich, that are like himself.",,,,
37297,1,"One thing that will make me angry is the fact that the current situation of international students here in the US has not changed for the past years. These students are not really opportune  because of their status even though they pay extremely huge amount of money. Also, concerning immigration, everything will somewhat be more difficult and slow. ",,,,
37554,4,,,,,
37609,2,"I am less scared of what he can do than what it means if he wins. The democratic party in 2020 is difficult more than ever to distinguish from the radical leftist groups like Antifa. Having a president who does not take a strong stance against those fundamentally anti-American values is a dangerous thing to allow because it signals that it is okay and it will only grow. And the philosophical beliefs of the democratic party I do not agree with too. A fundamental difference is they believe in equality of outcome rather than opportunity, which I thing is a dangerous thing. I could rant on this topic for a while but with the limited time, this is my most important views on the situation. The republican party is not perfect, but what it stands for at the moment is crucially important versus the opposing party.",,,,
32629,1,"I am afraid if that man wins another 4 years, America as we know it will cease. I am afraid for my family, as we are people of color. I am afraid for our planet, which year by year shows greater environmental issues and rises in temperature steadily. I am afraid that one day my dad will not come back from work, as we works in a majority Republican area where white supremacy and law enforcement seem to work hand in hand. Crimes in this type of area go unnoticed or are ignored and people are acquitted for their racial crimes. This and much more gives me fear if that man gains another four years of presidency.",,,,
28975,1,"I am not as involved in politics as I was during the last presidential election mostly because I was angry all of the time at the rhetoric Trump was spreading, so I don't know how much I can say with full knowledge. Having said that, I do not think you need to be that involved to know that he is the bad guy in this situation. In general, he is racist and sexist and has zero compassion for the suffering that has been going on during this pandemic as a direct result of his decision to not take it seriously. I would be angry that racism and basic human decency is not a deal breaker for all of the people who voted for him. I would be angry that after everything he has done from denying climate change, to refusing to denounce white supremacy, to shaming people who wear masks, to lying about the extent of the virus, to being impeached, to paying less taxes than me, to not sympathizing with blacks, to SO MANY OTHER THINGS that I just haven't kept up with that people still elected him. Specifically because of the precedent it sets but also because all of those people will think that that is ok and tolerated and there will never be consequences to that because Trump and his supporters will think that they won and their agenda will be validated. ",,,,
37159,1,"The things that would make me the angriest if Donald Trump wins are the behavior of his radical supporters or ""proud boys"" and the ways he has dealt with the global pandemic. If trump was to win this election I think that his supporters will increase their hatred and mistreatment of minorities, especially in the weeks following the election. I have been absolutely horrified at this response to the pandemic and watching him mock his own associates for wearing masks continues to add to the problem of those that refuse to wear masks. The spread of false information after his treatment of COVID is terrifying as the average individual is not treated for free by private teams of doctors in private hospitals with the best care possible.",,,,
36957,2,"I afraid about the JOE BIDEN future because the country will become a lot more liberal as well as a lot more divided than Donald Trump could ever make it. I also feel like he'll be super slow to solving problems and if he does solve problems, it might be too little too late. He also seems to be really incompetent, which is certainly not needed for the president of the country.",,,,
35385,1,,,,,
34649,1,,,,,
,,,,,,
,,,,,,
